id	name	Complete	Complete/10	Complete/100	Variant3	Variant4	Variant5	Variant6	Variant7	Variant8	Variant9	Variant10
EX_cpd00108_e0[u]	Galactose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00117_e0[u]	D-Alanine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00118_e0[u]	Putrescine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00119_e0[u]	L-Histidine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00121_e0[u]	L-Inositol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00122_e0[u]	N-Acetyl-D-glucosamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00126_e0[u]	GMP	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00127_e0[u]	Phenol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00128_e0[u]	Adenine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00129_e0[u]	L-Proline	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00130_e0[u]	L-Malate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00132_e0[u]	L-Asparagine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00133_e0[u]	Nicotinamide	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00136_e0[u]	4-Hydroxybenzoate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00137_e0[u]	Citrate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00138_e0[u]	D-Mannose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00139_e0[u]	Glycolate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00141_e0[u]	Propionate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00142_e0[u]	Acetoacetate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00146_e0[u]	Carbamoylphosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00149_e0[u]	Co2+	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00151_e0[u]	Thymine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00152_e0[u]	Agmatine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00154_e0[u]	Xylose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00155_e0[u]	Glycogen	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00156_e0[u]	L-Valine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00157_e0[u]	Glycerone	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00158_e0[u]	CELB	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00159_e0[u]	L-Lactate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00160_e0[u]	Cholesterol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00161_e0[u]	L-Threonine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00162_e0[u]	Aminoethanol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00164_e0[u]	Glucuronate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00165_e0[u]	Hydroxylamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00169_e0[u]	3-Phosphoglycerate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00179_e0[u]	Maltose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00180_e0[u]	Oxalate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00182_e0[u]	Adenosine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00184_e0[u]	Thymidine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00185_e0[u]	D-Arabinose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00186_e0[u]	D-Glutamate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00187_e0[u]	Methanamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00188_e0[u]	Arachidonate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00205_e0[u]	K+	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00207_e0[u]	Guanine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00208_e0[u]	LACT	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00209_e0[u]	Nitrate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00210_e0[u]	Taurine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00211_e0[u]	Butyrate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00212_e0[u]	L-Sorbose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00213_e0[u]	Lipoamide	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00215_e0[u]	Pyridoxal	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00216_e0[u]	Chorismate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00218_e0[u]	Niacin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00219_e0[u]	Prephenate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00220_e0[u]	Riboflavin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00222_e0[u]	GLCN	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00224_e0[u]	L-Arabinose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00226_e0[u]	HYXN	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00227_e0[u]	L-Homoserine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00232_e0[u]	Neu5Ac	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00235_e0[u]	D-mannose-6-phosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00239_e0[u]	H2S	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00242_e0[u]	H2CO3	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00244_e0[u]	Ni2+	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00246_e0[u]	Inosine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00247_e0[u]	Orotate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00248_e0[u]	Quinate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00249_e0[u]	Uridine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00254_e0[u]	Mg	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00263_e0[u]	Pyridoxol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00264_e0[u]	Spermidine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00266_e0[u]	Carnitine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00268_e0[u]	H2S2O3	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00274_e0[u]	Citrulline	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00276_e0[u]	GLUM	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00277_e0[u]	Deoxyguanosine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00280_e0[u]	D-Galacturonate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00281_e0[u]	GABA	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00284_e0[u]	6-Phospho-D-gluconate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00285_e0[u]	Phosphoethanolamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00288_e0[u]	D-Glucosamine_phosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00298_e0[u]	dTMP	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00300_e0[u]	Urate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00305_e0[u]	Thiamin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00306_e0[u]	Xylitol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00307_e0[u]	Cytosine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00308_e0[u]	Malonate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00309_e0[u]	XAN	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00311_e0[u]	Guanosine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00312_e0[u]	Histamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00314_e0[u]	D-Mannitol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00320_e0[u]	D-Aspartate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00322_e0[u]	L-Isoleucine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00338_e0[u]	5-Aminolevulinate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00339_e0[u]	5-Aminopentanoate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00361_e0[u]	ACTN	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00365_e0[u]	Retinol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00366_e0[u]	Ribitol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00367_e0[u]	Cytidine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00374_e0[u]	Tyramine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00378_e0[u]	Formamide	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00380_e0[u]	Itaconate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00381_e0[u]	L-Cystine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00382_e0[u]	Melitose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00383_e0[u]	Shikimate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00386_e0[u]	D-Malate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00392_e0[u]	Phycite	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00393_e0[u]	Folate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00395_e0[u]	L-Cysteate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00396_e0[u]	L-Rhamnose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00406_e0[u]	Hypotaurine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00417_e0[u]	L-Lyxitol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00419_e0[u]	PM	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00421_e0[u]	Triphosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00424_e0[u]	Cystathionine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00432_e0[u]	meso-Tartrate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00438_e0[u]	Deoxyadenosine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00443_e0[u]	ABEE	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00453_e0[u]	"1,2-Propanediol"	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00457_e0[u]	Phosphocholine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00467_e0[u]	3-Sulfinoalanine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00477_e0[u]	N-Acetyl-L-glutamate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00482_e0[u]	2-Phospho-D-glycerate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00489_e0[u]	4-Hydroxyphenylacetate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00492_e0[u]	N-Acetyl-D-mannosamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00531_e0[u]	Hg2+	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00541_e0[u]	Lipoate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00549_e0[u]	D-Lysine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00550_e0[u]	D-Serine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00581_e0[u]	Urocanate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00587_e0[u]	D-Cysteine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00588_e0[u]	Sorbitol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00589_e0[u]	D-Tagatose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00591_e0[u]	Ethylamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00599_e0[u]	SALC	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00609_e0[u]	D-Glucarate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00611_e0[u]	D-Threonine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00637_e0[u]	D-Methionine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00644_e0[u]	PAN	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00652_e0[u]	D-Mucic_acid	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00654_e0[u]	Deoxycytidine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00665_e0[u]	alpha-Maltose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00666_e0[u]	Tartrate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00696_e0[u]	"3',5'-Cyclic_CMP"	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00697_e0[u]	cGMP	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00700_e0[u]	AMP_2'-phosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00727_e0[u]	2-Phosphoglycolate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00728_e0[u]	4-Hydroxybutanoate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00738_e0[u]	phosphoserine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00750_e0[u]	D-Fucose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00751_e0[u]	L-Fucose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00765_e0[u]	L-Gulonolactone	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00793_e0[u]	Thiamine_phosphate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00794_e0[u]	TRHL	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00832_e0[u]	N-Acetyl-D-chondrosamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00851_e0[u]	trans-4-Hydroxy-L-proline	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00876_e0[u]	3-Hydroxyisobutyrate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00971_e0[u]	Na+	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00988_e0[u]	3'-AMP	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd00989_e0[u]	3'-UMP	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01012_e0[u]	Cd2+	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01017_e0[u]	Cys-Gly	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01030_e0[u]	Salicin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01048_e0[u]	Arsenate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01055_e0[u]	D-Allose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01067_e0[u]	L-Lyxose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01068_e0[u]	L-Xylose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01092_e0[u]	Allantoin	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01107_e0[u]	Decanoate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01113_e0[u]	Hexanoate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01133_e0[u]	Stachyose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01160_e0[u]	Cysteamine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01171_e0[u]	Dulcose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01200_e0[u]	Palatinose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01217_e0[u]	Xanthosine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01242_e0[u]	Thyminose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01246_e0[u]	Mucic_acid	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01262_e0[u]	Amylotriose	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01293_e0[u]	5-Oxoproline	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01307_e0[u]	D-Lyxitol	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01308_e0[u]	D-Asparagine	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01363_e0[u]	3-Oxalomalate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01401_e0[u]	Vitamin_K1	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01414_e0[u]	Tetrathionate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
EX_cpd01502_e0[u]	Citraconate	-100	-10	-1	-10	-10	-10	-10	-10	-10	-10	-10
